,^GSPC,^DJI,^IXIC,^NYA,^XAX,^BUK100P,^RUT,^VIX,^FTSE,^GDAXI,^FCHI,^STOXX50E,^N100,^BFX,IMOEX.ME,^N225,^HSI,000001.SS,399001.SZ,^STI,^AXJO,^AORD,^BSESN,^JKSE,^KLSE,^NZ50,^KS11,^TWII,^GSPTSE,^BVSP,^MXX,^MERV,^TA125.TA,^JN0U.JO
0,0.06129898452739907,0.048983486002043164,0.030474125150016823,0.16978305955534123,0.5938453284366301,0.7362698111063717,0.015190421258338742,0.0006524026686288878,0.259361963027846,0.48263747056923084,0.29565667858072614,0.15681485562929376,0.011306786893882668,0.08652393718011533,0.4354082892786021,0.5357688984845075,0.6901379718745227,0.557069589446877,0.26024767199345883,0.032034231878864575,0.1808721757135046,0.29261834142615073,0.3574833803243879,0.03032447902695913,0.009624759433541838,0.006826037121831441,0.018928696695941945,0.18259284877240212,0.5817990607411303,0.5537690627601811,0.454164169748596,0.04587508491914258,0.006852393521550426,0.006852393521550426
1,0.060706004978757,0.04996897728098715,0.02959422998275099,0.1672706458354657,0.5812877580112317,0.7449826517542031,0.014167658480321081,0.0006346867825879092,0.45664178396926486,0.4815845230987624,0.29700889476534664,0.15717478025754633,0.011473287864884038,0.0874623683435991,0.2763034698695826,0.31699085162286195,0.6975490248973315,0.03408420568558658,0.35691368315881256,0.03249830680171302,0.05164259781355096,0.03811974760174433,0.35618259830067944,0.03137335677458879,0.010191444110803291,0.05359093737798322,0.019394150667816655,0.1818932617210836,0.18172366728584066,0.5566450012372414,0.45338990871037743,0.0456033923807244,0.006854629340526504,0.006854629340526504
2,0.0629642770672994,0.051498608605967444,0.031389139986037456,0.16932990628076405,0.5825606152996963,0.7497329539638525,0.01491163395896463,0.0006069578443190042,0.45899949896911646,0.4789847207291072,0.29599094600373005,0.15638279776753455,0.011315788006845788,0.08650811979971951,0.2754247197509015,0.3163696313160076,0.7003976382831782,0.0335771921128475,0.3545586681631408,0.03262487127103747,0.05080697336851614,0.0373872244806118,0.3520583941605839,0.03213551740236864,0.010629575493004924,0.05408611146445039,0.01931410631775348,0.17813815822553888,0.18162706826698408,0.5628896654023188,0.45526444543953865,0.045438904530192725,0.006843663416856691,0.006843663416856691
3,0.06200201268900818,0.050264671772284,0.032047984135196855,0.16481700861188275,0.564357387410902,0.7478366038851525,0.014616772207199237,0.0006362273199677735,0.4570818984440907,0.4820264816413872,0.29597399324835766,0.15657187174556947,0.011352432032112836,0.08614902522073337,0.2791587441045835,0.3217103896466479,0.7013057420038817,0.03300987750951974,0.3528695043934662,0.033438278174600225,0.05111276534809234,0.03764847809576655,0.34963006119770185,0.030606167954598168,0.010697073088960174,0.05413947531195637,0.019161427454708772,0.1790565120587125,0.18033444431647125,0.5587534842218277,0.45396794314493755,0.045413851578465905,0.006922043496504791,0.006922043496504791
4,0.06116761101581847,0.04917690986396206,0.03147224328798076,0.162444104621713,0.5496300823919475,0.7432217009494833,0.014328344159380578,0.000616200774770729,0.4543154974945578,0.4795715573550257,0.2925118880536411,0.15444725047616356,0.011002710934776248,0.08496046206527588,0.27892325020168895,0.32211474644617877,0.6981277526353987,0.03356133555076028,0.3519638325585704,0.032851797775161604,0.05050724253042538,0.037159274760964825,0.33934298799419416,0.027228379509230696,0.010814888640839238,0.05386737650001741,0.01942691391894546,0.1765555320987443,0.17973029239974697,0.5545365182526552,0.4541040518862497,0.044360606780227324,0.053775437138055736,0.053775437138055736
5,0.06054624161231492,0.04737716348193288,0.031868934483891886,0.16080337336553208,0.5548535473429648,0.7403460058694274,0.014629629807617152,0.0006470109347130931,0.4521149634946963,0.47292906694523,0.28684716510602765,0.15085026588844308,0.010417697448622483,0.08203387485489669,0.43432634292504396,0.5370326958070825,0.6930461830700468,0.03178688484495369,0.3434148846585648,0.03182648511984522,0.05072825244556506,0.03733088424431347,0.32958261880818285,0.022300349831555016,0.010548269016998228,0.05405756994885032,0.019260328406469525,0.17743059922616478,0.1793132140441102,0.5551020117734253,0.451394661016505,0.04425616776552552,0.006666190947844174,0.006666190947844174
6,0.06222570740800104,0.049037989511112934,0.03264259213024906,0.1668670922670511,0.5742175631119033,0.7474224235119662,0.014885119448873226,0.0005969444982636166,0.4566496506941179,0.4791127708032193,0.29218562912097995,0.15356263119154048,0.011011068550561533,0.08346963820939735,0.27746450126640276,0.32102643820095195,0.7004779738886994,0.032249002221550443,0.3453167370525637,0.03221704809044301,0.05067982244676922,0.03723354882608708,0.32900288569869124,0.021545467885770428,0.010530471404303778,0.054234106191572026,0.019492440421203065,0.18025488056733918,0.18170526390742262,0.5574932415183967,0.4471443994346217,0.0443504749726092,0.006966311224990147,0.006966311224990147
7,0.06630188376005813,0.05306879958635746,0.034398952074265104,0.1788929660860743,0.5844533967577483,0.7508789442254916,0.015415380228274482,0.0005468782087278707,0.45953393739364334,0.48842091076084787,0.2995974651710413,0.1598279151106171,0.011716294372308665,0.08620525843928342,0.2787405420554805,0.3211024366956088,0.7121246438680248,0.03290067004760969,0.3461903938334182,0.03232731211732487,0.051088550348694445,0.03766896318057379,0.3360516789085422,0.024756790906695095,0.01063939189512448,0.05438365373469632,0.019697350335448498,0.18109210524621522,0.18261149178250904,0.5672682009488543,0.44634751697152025,0.04537719629045203,0.007032912355886222,0.007032912355886222
8,0.06552075099011245,0.05193327055772723,0.03422416949408935,0.17848366998641274,0.5609674488284802,0.747466061458774,0.015358339950600534,0.0005584319452493921,0.4574276889692154,0.48888409188830034,0.30225021231048843,0.1626002524030216,0.011846798738984102,0.08657313409563219,0.28091623796068893,0.32386117154978844,0.7157394970138178,0.03314260246554869,0.3466607847294785,0.03267665190102742,0.053238156351412214,0.039451603274291924,0.32872074321230293,0.025084591268379752,0.010794948722913048,0.05559769830855994,0.019528289846839388,0.18135542257924694,0.18171140335831878,0.5599006282211045,0.4476478687102716,0.04430921472631705,0.007043268510744379,0.007043268510744379
9,0.06888679088102256,0.05460950120056107,0.03593854898831925,0.18478947598951978,0.572674193458528,0.7452387776127317,0.015914311027099844,0.00048679864659360254,0.4557144314190303,0.4889272873513589,0.3030034238845502,0.16296319880384205,0.011854512857591551,0.08590710224896508,0.27824785797639184,0.3206091991139804,0.7171504144391544,0.031769322780548934,0.34211234307212046,0.03235991300221004,0.05342889012566854,0.039633455300044196,0.3219928962517761,0.025220187212317294,0.01074370942592804,0.05547917678663998,0.02010594022153172,0.1812790085405676,0.18267128404452956,0.5616698150932287,0.44672965747043475,0.04422798488121894,0.05362923638988824,0.05362923638988824
10,,,,,,0.7431516065471194,0.6522839449592183,0.5659676395470673,0.4544255548939649,0.48909996201882094,0.30230189754028236,0.16222132583070725,0.011806937227827885,0.08591353789198328,0.27835058344920777,0.3207461434304694,0.7131246041919402,0.02857158890557915,0.32240912338452854,0.03212563608315967,0.052266289272402316,0.03871140137289587,0.3224480660214233,0.024143296375062642,0.010884843146291033,0.054995485963880264,0.019848799256085563,0.18009881996226287,0.18230327637325072,0.558995838587872,0.44797293288295853,0.044675403347060785,0.0070327090996156714,0.0070327090996156714
11,0.06951882273383292,0.057047932609355256,0.036842435972179344,0.18672538461166022,0.5777063675229295,0.7530181919349426,0.015913506814106505,0.0005183789283121683,0.4599818802190546,0.4938846545062719,0.3056240717760201,0.16487826107259038,0.012289089259610135,0.08804756851395773,0.27972412346173886,0.32132399103585907,0.7130292601515893,0.028659159535385295,0.3237109084390836,0.03247561571189826,0.05343796705462478,0.03971029312730656,0.32682645111285047,0.024559636985191202,0.010748312385945188,0.054667849362031604,0.019744638980041813,0.181664530004159,0.18412952342653424,0.5615082455158658,0.44863465708478495,0.045604867406422916,0.007080632962235968,0.007080632962235968
12,0.06486743758197838,0.05643821876502575,0.03337341172919123,0.17681062291713612,0.558711890966771,0.7426323605946852,0.01425282169407311,0.0006292950486721145,0.45371824039400943,0.4894438464951963,0.30241778126603075,0.16321834393176585,0.01182236938880607,0.08704762690464898,0.28027429628381406,0.3226904236661844,0.7214991862756956,0.030513888696224192,0.3340972315834344,0.032232068842813516,0.05443103334556179,0.040545266684788916,0.324452981453447,0.024096657728375215,0.010640006122498616,0.05473858959934294,0.020338361608281903,0.18410401902333245,0.18228641534469198,0.5545445967315232,0.44448429095480047,0.046030178474905384,0.007097689137817342,0.007097689137817342
13,0.0642780121831053,0.05631809435004942,0.031568210554357795,0.17355916794550585,0.5392226022097961,0.7287199901628361,0.0135450014739655,0.000681672144277657,0.4451675709699872,0.48516406573970766,0.30135972476609413,0.16349625431559972,0.011633365635396894,0.08619589100333472,0.2767632266633109,0.31839638619631566,0.708237521522745,0.02747623234688383,0.3164975832017714,0.031066130733356248,0.0528899807312537,0.039208283487961126,0.3258766556465372,0.021512945947731094,0.06679086743669158,0.05452978508261477,0.02005927032097169,0.18251495214582222,0.1806349779249741,0.5505376712129225,0.4417410629957351,0.046544463273403155,0.0070355522086684025,0.0070355522086684025
14,0.06537516087945616,0.05868369738803825,0.03030448815561454,0.17690633177125226,0.533339441330779,0.7329876901314822,0.013151319598774608,0.0007186441599120171,0.4473995334949932,0.4879555502097009,0.3060492616790572,0.16677204116398955,0.012103946489267964,0.08782086226257022,0.27323333871634886,0.3125609550291962,0.7041932154035621,0.028897616416169142,0.31907584388040416,0.030398787966740726,0.05204224878651992,0.038411728844109955,0.32506255106973375,0.01910943072675328,0.010054606236770375,0.054946462426469514,0.018923746743675605,0.1808277914196766,0.17952021835920454,0.5470720037784875,0.4385344284945835,0.04623942975776317,0.05584662844992693,0.05584662844992693
15,0.06803461845898828,0.06392620950329209,0.03270427640848486,0.18286392644335425,0.5542732339125249,0.73920936659639,0.013641413862148753,0.0006554835964748859,0.4511404489696112,0.4883470247247809,0.3074540771059564,0.1674174769537007,0.012259519779535988,0.08831234516915507,0.2752977135957608,0.3150913793434624,0.7017992766346989,0.028158451711755322,0.3137573215353954,0.03043585996388995,0.052959609941976626,0.03910839681375142,0.3280625058513257,0.01803032087509575,0.009917764617448595,0.054944599047266326,0.0193020483547632,0.18066378317126436,0.18088491347353022,0.5494470765657227,0.44275351433125004,0.04593624002424633,0.006845083732015551,0.006845083732015551
16,0.06815537286455198,0.06376561964813343,0.03284992158629288,0.1809856683309874,0.5441229014963038,0.7356462598176651,0.013696046404580449,0.0006508621312490235,0.4490814008943014,0.48770602406081726,0.3062427058927995,0.1658016072461354,0.012127088845090325,0.08822504924697053,0.2783772315778249,0.3193681937551224,0.7013863889877188,0.027467916870719478,0.31225904451650893,0.030288516136870627,0.05361962389992489,0.03964369784244784,0.3242678483743982,0.020861523581269317,0.009410296702458174,0.0551434806910019,0.019441439312409985,0.18174889168617422,0.1795355520121745,0.19349460016825432,0.44035512052964326,0.045438351395555784,0.006778482601119476,0.006778482601119476
17,0.07009047738386143,0.06416358476880824,0.034584862506601394,0.18704009784372455,0.5656436092983472,0.7430333127400934,0.014801559757370124,0.0005776882217565042,0.45312881164404656,0.4927065866787887,0.3088678150356832,0.16656094346932498,0.012402878394714996,0.08873234953395115,0.2769694752660492,0.31712709581503357,0.7031212644129936,0.02865292753772776,0.31765714026114367,0.03155513620364561,0.007696180598857211,0.0,0.0,0.023047048178123322,0.009213013611405953,0.05500851446887818,0.020176718502413378,0.1833466839580502,0.18269735424943256,0.5436467287383934,0.4417498074120764,0.046127804489810714,0.006889351460500907,0.006889351460500907
