,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMCR,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,ADI,ANSS,ANTM,AON,AOS,APA,AIV,AAPL,AMAT,APTV,ADM,ANET,AJG,AIZ,T,ATO,ADSK,ADP,AZO,AVB,AVY,BKR,BLL,BAC,BK,BAX,BDX,BRK.B,BBY,BIO,BIIB,BLK,BA,BKNG,BWA,BXP,BSX,BMY,AVGO,BR,BF.B,CHRW,COG,CDNS,CPB,COF,CAH,KMX,CCL,CARR,CTLT,CAT,CBOE,CBRE,CDW,CE,CNC,CNP,CERN,CF,SCHW,CHTR,CVX,CMG,CB,CHD,CI,CINF,CTAS,CSCO,C,CFG,CTXS,CLX,CME,CMS,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,COO,CPRT,GLW,CTVA,COST,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DAL,XRAY,DVN,DXCM,FANG,DLR,DFS,DISCA,DISCK,DISH,DG,DLTR,D,DPZ,DOV,DOW,DTE,DUK,DRE,DD,DXC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ETR,EOG,EFX,EQIX,EQR,ESS,EL,ETSY,EVRG,ES,RE,EXC,EXPE,EXPD,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FE,FRC,FISV,FLT,FLIR,FLS,FMC,F,FTNT,FTV,FBHS,FOXA,FOX,BEN,FCX,GPS,GRMN,IT,GD,GE,GIS,GM,GPC,GILD,GL,GPN,GS,GWW,HAL,HBI,HIG,HAS,HCA,PEAK,HSIC,HSY,HES,HPE,HLT,HFC,HOLX,HD,HON,HRL,HST,HWM,HPQ,HUM,HBAN,HII,IEX,IDXX,INFO,ITW,ILMN,INCY,IR,INTC,ICE,IBM,IP,IPG,IFF,INTU,ISRG,IVZ,IPGP,IQV,IRM,JKHY,J,JBHT,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KEYS,KMB,KIM,KMI,KLAC,KHC,KR,LB,LHX,LH,LRCX,LW,LVS,LEG,LDOS,LEN,LLY,LNC,LIN,LYV,LKQ,LMT,L,LOW,LUMN,LYB,MTB,MRO,MPC,MKTX,MAR,MMC,MLM,MAS,MA,MKC,MXIM,MCD,MCK,MDT,MRK,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MNST,MCO,MS,MOS,MSI,MSCI,NDAQ,NOV,NTAP,NFLX,NWL,NEM,NWSA,NWS,NEE,NLSN,NKE,NI,NSC,NTRS,NOC,NLOK,NCLH,NRG,NUE,NVDA,NVR,ORLY,OXY,ODFL,OMC,OKE,ORCL,OTIS,PCAR,PKG,PH,PAYX,PAYC,PYPL,PNR,PBCT,PEP,PKI,PRGO,PFE,PM,PSX,PNW,PXD,PNC,POOL,PPG,PPL,PFG,PG,PGR,PLD,PRU,PEG,PSA,PHM,PVH,QRVO,PWR,QCOM,DGX,RL,RJF,RTX,O,REG,REGN,RF,RSG,RMD,RHI,ROK,ROL,ROP,ROST,RCL,SPGI,CRM,SBAC,SLB,STX,SEE,SRE,NOW,SHW,SPG,SWKS,SLG,SNA,SO,LUV,SWK,SBUX,STT,STE,SYK,SIVB,SYF,SNPS,SYY,TMUS,TROW,TTWO,TPR,TGT,TEL,FTI,TDY,TFX,TER,TXN,TXT,TMO,TIF,TJX,TSCO,TT,TDG,TRV,TFC,TWTR,TYL,TSN,UDR,ULTA,USB,UAA,UA,UNP,UAL,UNH,UPS,URI,UHS,UNM,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VFC,VIAC,VTRS,V,VNT,VNO,VMC,WRB,WAB,WMT,WBA,DIS,WM,WAT,WEC,WFC,WELL,WST,WDC,WU,WRK,WY,WHR,WMB,WLTW,WYNN,XEL,XRX,XLNX,XYL,YUM,ZBRA,ZBH,ZION,ZTS
count,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,0.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,0.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,180.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,386.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,432.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1117.0,1266.0,438.0,437.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1033.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,899.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1026.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,180.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,180.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,251.0,1266.0,1266.0,38.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0
mean,0.45952333703597037,0.363973745833924,0.45747015029365506,0.37047659304574104,0.3943672786988147,0.4746392403406873,0.33440727342533744,0.2510540743064205,0.6204615259822315,0.3913735997857307,0.4816586724617303,0.3796737801947329,0.346661995408414,0.40498297225807517,0.5553061983835688,0.43392994443627103,0.5099894945829352,0.4042571415305996,0.343592575179052,0.3846377118474594,0.4708471389081712,0.4644545194333102,0.36016868890243847,0.35797860926149466,0.562890412010706,0.3383086782927609,0.601903551462999,0.47354968368846917,0.5313747644589284,0.4218593425752985,0.4861107122005932,0.6998694640714365,0.41792630318748675,0.3603114369846336,0.46051012606411396,0.42671842097627816,0.3613250550562511,0.4024073806748484,0.4326929548132035,0.4428519452878281,0.32702978407063293,0.4780794602836265,0.4338215746392582,0.5401597458484859,0.5381862500708401,0.5319982908548913,0.2456897469589515,0.3962588690508532,0.4671228936401289,0.5151223253248397,0.4935643227978086,0.4217737077466118,0.4543872094939439,0.47857912098736916,0.4850014724858142,0.37337328793411284,0.47026750333231254,0.47607540952876404,0.4782479968844539,0.42695377189713907,0.53145206832092,0.2877173036806853,0.5495745838881282,0.5932237384856518,0.5271893523001272,0.5409390033469734,,0.3742787812508952,0.2984325963658763,0.42376887690921333,0.36444809136844747,0.43350167158135444,0.6141693233632692,0.5348514716118724,0.5772620430696856,0.5114177066267822,0.4772441361131494,0.4102240685609617,0.4704019731572714,,0.43039493508236354,0.5476852402740852,0.2973473800098514,0.5235289131618233,0.5927762445342841,0.4451873982313295,0.42824452918723427,0.6475334153782313,0.49427134760625063,0.2699347920134609,0.4904316045343364,0.4642686566498688,0.45434833417814074,0.42832748187173825,0.45955582556038443,0.5054788647165546,0.633301378734587,0.48571766175293896,0.45728517070539937,0.5135300998229795,0.3966122410858948,0.6754748923713649,0.2980416232695666,0.5081096695577838,0.3527265630348017,0.48858297944342016,0.40532180804547296,0.34985484582737014,0.4862701635712239,0.5260865719707578,0.5411787630781477,0.38205363851189206,0.2932016537207191,0.48850861314273397,0.46737935969667144,0.3392634731650969,0.548117902578649,0.3604460238522306,0.4178020317846662,0.5118970850684598,0.6372415192526173,0.5781395596571224,0.5005505535743888,0.5345003705421949,0.6095208302963818,0.5223202322754772,0.3447881053676164,0.4989688426725,0.39668132645610843,0.3179101381052479,0.396809886933649,0.4805826294857108,0.4319751181113349,0.42896853586153566,0.34250460147963363,0.33378879918288795,0.5655974320858118,0.3568498626700016,0.34304311599917064,0.6118367054273377,0.5854572336179784,0.5759876740737767,0.24376853239662488,0.6044406797688736,0.46923431730906,0.5793624493364483,0.5621418073760042,0.5955519889452546,0.5100547075345523,0.30987640319118903,0.4590201527406179,0.45300173790808723,0.4022591710603144,0.43817476901253594,0.6322303258938711,0.497629627383606,0.4800589689952536,0.45517023681437363,0.5958911056132331,0.48589037027588095,0.5443686770302442,0.28815117551948755,0.36499827071739893,0.4062486664838972,0.5614451649823793,0.4138783355839086,0.492675037332127,0.5085546070004342,0.35825212149753183,0.545798012050541,0.4127428889327875,0.35430400287802777,0.3999017869613756,0.4275276852734117,0.3431049213822901,0.22378631003769445,0.45692370149640704,0.3819656457039029,0.4481493768271942,0.5596534682263262,0.6297259397949574,0.4308084248433929,0.4339947243256826,0.7251083850947538,0.45054577735671997,0.3585870121761283,0.33909673952304425,0.6126875895096466,0.4667699837029832,0.4656291945714719,0.5917215752678455,0.32061951319493026,0.477556340351795,0.407723810321661,0.42036336519083384,0.4495135054156148,0.6400951765578924,0.4573908268825499,0.6834729487262694,0.33970977240677774,0.5828489647048785,0.40287025658040515,0.5497318042695539,0.5589474492411711,0.5895529933367543,0.44174639180488484,0.5868399127604246,0.3853554985958775,0.4794696647211396,0.535652170379813,0.4636015438173095,0.5256651899503124,0.5147295841827226,0.6401876696808729,0.3199169743583393,0.4899218354143657,0.42143012345599784,0.5335802593146978,0.39062296168546606,0.5656231673902335,0.5423980804433794,0.5810984861878993,0.5293484418535878,0.44009061157140245,0.4337589753499771,0.6506763817130377,0.42038055374221733,0.5162605989973902,0.5338046707864468,0.47547605077181526,0.34582631496687727,0.31082251152489004,0.3934455000764621,0.40054216493398387,0.4028807127987348,0.5801795532720674,0.5087128843520847,0.5630029984155366,0.3931820300988144,0.5734429855327516,0.49213945935222947,0.46955889444774024,0.3353066218920985,0.34951287929666836,0.4445032557943143,0.4550685866866336,0.3361083366050241,0.36544007846650184,0.4207364682936625,0.44142391942901504,0.5697955577238191,0.5086576248693088,0.6352714203490533,0.5757298380585198,0.3823789850245077,0.4174872711849021,0.5577707906348636,0.37788423072671473,0.4696336611178304,0.6500961927120545,0.39332653496791337,0.43640960602862316,0.48110446158573406,0.43261721312701756,0.5576016141416842,0.5326437603462371,0.49116902530430206,0.6009027555177456,0.3855576171592367,0.49144203337430287,0.5837858103218657,0.40290368449299435,0.3958776543381969,0.5185124498612447,0.5715276069353492,0.27558896670175004,0.5187970775891592,0.4667292862198125,0.40442269897271543,0.4613216871638716,0.47874408499003124,0.2930033098943426,0.4856926006024471,0.5271461282296526,0.5943656696624414,0.38039836351042955,0.41248927056125606,0.3463684042312111,0.5812838789724989,0.3807349376426538,0.4492386531999213,0.5921476453363893,0.4573976010706229,0.5910913445620734,0.29450435019061383,0.5417509780783584,0.6020716606199082,0.5278528830001651,0.4922255128560445,0.5080295625903032,0.3170673237212213,0.5002241601525597,0.48813113241956735,0.5615849204136806,0.4144335102723539,0.38892884224529056,0.36403905948420023,0.3827286932639291,0.43910225805880615,0.45739928753403486,0.37632649648751726,0.471234653486509,0.6247796328374698,0.3502110533796045,0.6430370339117215,0.41790126301415514,0.4718027009806341,0.3216358057167131,0.363653739016403,0.5179687977024608,0.5032836411189492,0.44350107764133445,0.38374952171701404,0.3907619547322997,0.4810647881103289,0.5682882116925483,0.43667216370443523,0.30882140475121755,0.3813348783095945,0.520676014936919,0.4405430770270935,0.3862019294709122,0.4479729275924697,0.4052024865264009,0.4684681613625865,0.4958875310386536,0.368389493708764,0.48118264309680253,0.28777727564715194,0.5417991473922452,0.43552787119484787,0.5872763909071343,0.5123016670964581,0.3913696509907478,0.7077023541625154,0.5386931877780392,0.6097312709985718,0.3000857252062939,0.4251732910195974,0.47049857033158315,0.6064430643562075,0.3361154433710139,0.640149328542864,0.5356335138829891,0.4970010337587955,0.6451821168617096,0.43430816755005763,0.5361284047752197,0.3829112144688337,0.4357185713495575,0.30303067085572016,0.293045187952963,0.5342258879207633,0.6083559919574597,0.44318977711482743,0.35786959696788556,0.33408020716021375,0.4926139584997979,0.4769546027492687,0.5393500369080632,0.4953547851848966,0.5862555340149903,0.518220644991218,0.2727818160227347,0.42807699008342043,0.612415720345401,0.5633823253450023,0.3430548164037803,0.3949963569687858,0.42991247004578376,0.590838973837337,0.5178189720208687,0.45622213557096297,0.3799078263830979,0.5244777599029078,0.3329962919537949,0.3288686941925487,0.23902763320083684,0.5065863274654332,0.4489291705607805,0.5799317590145135,0.4665980227812235,0.4047611629043651,0.6207525565477001,0.3550183018762104,0.5591861668237754,0.45270834675982374,0.31852631082433175,0.4277196276654076,0.4399195765283074,0.34946375294494897,0.405923322368855,0.4020166292330901,0.628882768397495,0.38000624003687855,0.3262434349839663,0.3930375614463277,0.5830741717299163,0.5386020877645182,0.7273317749892506,0.42007862363988097,0.30118842740826035,0.35247678347259986,0.6665616063901553,0.36526954731213795,0.6881748106526864,0.6343450603324045,0.3363207041626523,0.6029244066171064,0.4982628528922368,0.3287877089386747,0.4418203385150095,0.34617861990587334,0.47042208179292644,0.44283630597594276,0.6569244503150226,0.30663511705521607,0.4951973617058667,0.34509288603226285,0.3939120692474549,0.43261091216460695,0.5442829934492046,0.2577824232252212,0.439744580820705,0.6137947550136732,0.4154849603352102,0.4645277176228772,0.2636244080536024,0.41810261078355804,0.5058915668653503,0.2796199518435309,0.5233545744069654,0.4008058811916892,0.3523720040777096,0.3312751362324184,0.3471310945556679,0.541544048198645,0.5594177230646651,0.35718841891541586,0.3211204987230604,0.4368590756515047,0.3675533652693704,0.5113194008632432,0.5539880487528931,0.37852030051374397,0.20102515301036364,0.4595623255227978,0.5995241336987466,0.4386870710664008,0.2894411848023021,0.42311099524504275,0.6046459100750328,0.5200011406159143,0.45081111933505835,0.41759429845192714,0.6462381285021637,0.4559940053088298,0.35186215187733727,0.48869532453038245,0.3889267213563305,0.4155573407847109,0.5115372130654041,0.4524541938763494,0.42721965067756723,0.4080203675308969,0.6538626845024843,0.545125320224679,0.40605214206822987,0.484177941517896,0.38087829284106905,0.6057530677571638,0.39055555795992913,0.4849877646494831,0.5193410382219863,0.42303178204751757,0.5920329936915893,0.5165160634278156,0.2641757293707985,0.39933733759948653,0.358142923922009,0.4687765570070002,0.6372629820756915,0.5704847800378727,0.6844374385825767,0.4585554608439659,0.45963980285365186,0.41681870420889067,0.4540409432935763,0.34633555507077685,0.4869469735765999,0.48429057311395496,0.31822432830861247,0.49330027920848946,0.5648425232932465,0.35887930872331936
std,0.19032386403888193,0.2672292270515385,0.25303816362732123,0.255005010453729,0.24119433007482113,0.24822969160063912,0.2462022241280891,0.23767854422752938,0.2137941816106024,0.24174536631557667,0.2459519868233739,0.21092435441111754,0.2408862997967482,0.233230166775126,0.20156281555610864,0.21730919220348724,0.23303351110164258,0.1430729965346869,0.22535542825572435,0.20552029946683908,0.23186029188120505,0.21991971531192006,0.2247493165170823,0.22840397493399953,0.19533338921263008,0.23742480001911273,0.15410755509885046,0.26870625368200285,0.24363015997571483,0.23582264334877848,0.2394718165664606,0.22307138284160477,0.280619449815538,0.23392132232777377,0.21042991507524167,0.1766945939269598,0.23597931355596652,0.2436988527575977,0.20128295803054208,0.23386008696203056,0.26497793934253333,0.27848921387471176,0.24326612320679694,0.21405812393516838,0.23598009965038663,0.1835987103351739,0.2193035120638662,0.1976307596982611,0.17009232895886459,0.17055131169368187,0.2731837969529706,0.2475533568481076,0.21085038262099826,0.2091792738164962,0.23862418091418772,0.22979646279424165,0.28271879411888134,0.2661256627469098,0.187099257667953,0.22115738944247096,0.21937184095404727,0.2517955750433205,0.2405730341899662,0.22682457967569894,0.2708608539127301,0.24670747033087134,,0.2232836753227436,0.21541550975575616,0.2004303325165634,0.1942712109798673,0.29105335424998985,0.21521288590585716,0.18324138765800166,0.1874551008064465,0.26155359146983936,0.23341206747939586,0.21472780221113594,0.2753669718345418,,0.21205842300148875,0.2143042200413943,0.23677478544973687,0.23456786080667003,0.20185057284356472,0.2609741394648351,0.23091392434319222,0.24970726533706572,0.2662807460786926,0.2160153847839822,0.2327637038859597,0.2551491072919057,0.23281949444501757,0.2745933683171839,0.22110966633809293,0.2839478647791534,0.22994059008164025,0.21837867143458686,0.24308151127335798,0.22072351216015798,0.22703431645236416,0.21214487051210168,0.24056579628174662,0.204792345135613,0.24726065860288005,0.2397153850216078,0.230620087262632,0.24787238214176033,0.2540738674443432,0.23352251333979043,0.23707996297947154,0.20809702536984737,0.23483120545304884,0.27359886811902084,0.2567756409076131,0.23557442418485536,0.207502054346074,0.1742640928072771,0.20086562067875924,0.2691228943513614,0.20593872635347044,0.26367875554505005,0.21158481091100004,0.1985827437444487,0.21203388019152303,0.25137432420015465,0.25226202286272476,0.2219825332621711,0.1702960514282499,0.260031698839298,0.27736567179202165,0.2541841391549004,0.19353736084841724,0.2266253228161439,0.2200978146783995,0.2197368284266719,0.24091638493763493,0.15205010576376096,0.20691903518936083,0.2192778456402731,0.23519034826493276,0.24819378821607385,0.2627868726034131,0.22189236926370529,0.2116717080581934,0.18573210943365745,0.20163178137073504,0.22053927450821462,0.24985493965372627,0.26823850717764963,0.21855878501551876,0.22164568600612403,0.24688774088474794,0.24189350565645104,0.1822329852618398,0.24202465103751591,0.20370201038595145,0.22815009283957288,0.19728012583769092,0.2760185583051729,0.18561417536257963,0.2386187898507068,0.20522803373830925,0.2581396369748179,0.20497295863241796,0.28277576838047525,0.22885252992891345,0.21714611271610515,0.23391089307593654,0.21824214234632433,0.20903803808691135,0.22970683734616196,0.22511615270689322,0.23208292674068204,0.2536822164562883,0.21995396785812477,0.18561697159685384,0.2601404770857068,0.21652674894780888,0.23591134690967908,0.16772995289752948,0.23453228918981345,0.261605531658431,0.2368600956523695,0.2026402148257634,0.20569778518445728,0.24282551581772535,0.20909238933432317,0.2015862434850103,0.2604489860931489,0.2329416206062339,0.25651407547738636,0.213094694873831,0.2673505382488559,0.24885734689165004,0.2567768157191616,0.19131545099622543,0.24245382186254194,0.19207663787640578,0.2671876934670137,0.22000595619874083,0.18486959439241082,0.22662727755888648,0.2238416517845506,0.21231974120293753,0.16112984561577054,0.1982880801166351,0.2368554549242371,0.2514814168916692,0.22191438505392277,0.33877088881156425,0.21317925580928468,0.17126224841788107,0.14276587467985405,0.1950075493232649,0.2049783641295567,0.26236545497271074,0.23594939771201248,0.21885112251862476,0.2500184379928083,0.2065848200965593,0.19258817003661688,0.1638916050631164,0.2804591458243346,0.2158346227144703,0.17545792789327688,0.2763344078113813,0.20561407827003764,0.21862426624699668,0.24124738681199764,0.24334143821198334,0.18003617486709877,0.251723877678421,0.21266484661043342,0.24975914319264292,0.22839054553296068,0.20667055476070811,0.2267180492632535,0.2459556313407244,0.26681389432520475,0.2290524447246799,0.25556153706085694,0.21465186256632673,0.21286917291496762,0.20623577996454193,0.2702462689259163,0.21024794052379156,0.19748789052887233,0.24304338455463134,0.26539190957970726,0.17347538016329056,0.1976895821605276,0.1487741671865247,0.19757736469591103,0.27372485973462674,0.26288830962760174,0.23937391811269948,0.2574929620967986,0.27713929749821364,0.19041573031853706,0.2479449248979497,0.23014992092915718,0.21966827441631717,0.182278698458564,0.2305630138623619,0.1876761634165346,0.23754905504874688,0.17561573758983015,0.22544889235774174,0.18447121692659768,0.25621512318833833,0.27982827456763015,0.22509741683696508,0.21176741527458331,0.18559823845696635,0.2192071718211629,0.3045740297495486,0.2267667926366936,0.24379741041194739,0.27047918982644853,0.20112334707926882,0.20768179732234132,0.2168253646195938,0.21785567858781058,0.154030902599769,0.22407717132089575,0.1804647698506287,0.2695747199623704,0.20278733169751828,0.24630276332929896,0.27409163524830565,0.15161395771037875,0.2539799995724314,0.22059659274609117,0.21947525792878816,0.20504782395308951,0.1995100852206175,0.2685138472380289,0.2193242669911318,0.21344023419700076,0.2504299148423794,0.27283533246251734,0.2573006945569365,0.20417245231417186,0.2066332802800273,0.28370077096569946,0.26357791878117115,0.20140665635874927,0.2838432258329381,0.20327281634399746,0.24362601055944041,0.2743148215198407,0.18821665066133536,0.20208176863262278,0.17471304256919307,0.19553867365028385,0.2553449820081805,0.2692425059090795,0.22956424205329054,0.24799437950826256,0.26624171801576485,0.2512693575905482,0.20825773274546602,0.26731867985987073,0.19985531435160084,0.18238529622059746,0.2911622605454273,0.2604280695336678,0.24357256742184027,0.2381148651007506,0.25235923929326415,0.2699047092475083,0.30820605704160425,0.20333739101905796,0.16413769536340714,0.1606667762638579,0.2535848637637207,0.27339636204230966,0.23335160730425036,0.20878681860570258,0.23705824699157738,0.2289800550991822,0.2586460522805651,0.22008484140657852,0.256514321104973,0.3021560215805371,0.2070262463067814,0.2200572701387728,0.2720790650103574,0.2519045412848145,0.25745982434972764,0.24335136902369017,0.21564698172477728,0.24731714013014022,0.23601379545547133,0.2567388062739757,0.21021031697575568,0.19612482368580395,0.17334615713294158,0.23911127788532652,0.24947674005954698,0.23998798213346248,0.1568204708930716,0.22393089796027615,0.26079607040679786,0.20884222685142156,0.21723531190764944,0.24355515282814919,0.20602172046455441,0.21470475637080264,0.20035120193577732,0.20363638507621942,0.2557179245248012,0.21882318437692352,0.15396905519388523,0.16045125549495,0.1975647914779434,0.2677995822655473,0.27295443520694035,0.24752800980191073,0.1976079072343746,0.2673782647450409,0.188928646477788,0.23849951936639563,0.2173767422541305,0.18638157477633016,0.16032936751745022,0.18606195786261048,0.20743369163607264,0.24889896088789215,0.22911863549628878,0.21588671751885774,0.2265711809736323,0.1917191979504297,0.22655551104986704,0.25876664440530206,0.2529945753304093,0.24555464845750274,0.2232388878915266,0.21325137013225287,0.21798936521102658,0.2670060801276237,0.26790082999966064,0.22224512631932875,0.25433567339200674,0.21207868083577705,0.2843527231279604,0.28168900138220926,0.23276101243297684,0.14573460894864124,0.21743535609650091,0.24594374497557692,0.2435317730226045,0.2302332351509374,0.21183061188386793,0.22823695945423286,0.14250086959699443,0.23010561052876244,0.21319358933261914,0.18410406229032883,0.27068139650360373,0.22239499382796846,0.2677143828288432,0.24437438389612032,0.2294422450151387,0.18546887718616673,0.23394041955488643,0.22310025792361807,0.20310426802312775,0.26637768242791204,0.26185334418602824,0.23047637869444923,0.21539221454783147,0.21454357692835108,0.2541545717353593,0.28183695889999194,0.26947159261642994,0.20737167687474936,0.2259352827807817,0.2038114662775153,0.21460098784776693,0.29123390748950156,0.27583455285418074,0.2200224070339741,0.19821775625508348,0.2467204779966527,0.1966315646585393,0.23973116847772435,0.2475757388573111,0.22589397098646782,0.20221876475779907,0.2485127279441489,0.19000263311505122,0.21395550366326366,0.2429236609987505,0.20479146742173884,0.2554436147132633,0.2476869815721569,0.24502767868062267,0.18266925030793835,0.1939199490716857,0.1516611533876818,0.21684987706474224,0.22820826166193084,0.24784287623855306,0.15950966902293073,0.3352950595466904,0.2590692077157871,0.2686996856553504,0.2512715418185936,0.25205655015973855,0.2542020156448653,0.2659337702949574,0.2941740935803553,0.25651536148656073,0.22180080505746586,0.1916871801173781,0.23920964035538295,0.1647222473912208,0.24442058469300226,0.26275185661392436,0.24401559045574114,0.2771817843761939,0.23309696934572252,0.26418600664278574,0.2227921918218044,0.19537032950523678,0.2310754769353106,0.23412821502956913,0.20188847386592734,0.23173522795524762,0.17220354520234574,0.1571580008363041,0.18736119026460302,0.26998856099305085,0.21070759301858052,0.2555142151879339,0.21282787145388002,0.22969085850668775,0.22970822666632823,0.24720787579622824,0.2221180787305579,0.17915331945456964,0.2506521665076421,0.26402857362660015
