Date,^GSPC,^DJI,^IXIC,^NYA,^XAX,^BUK100P,^RUT,^VIX,^FTSE,^GDAXI,^FCHI,^STOXX50E,^N100,^BFX,IMOEX.ME,^N225,^HSI,000001.SS,399001.SZ,^STI,^AXJO,^AORD,^BSESN,^JKSE,^KLSE,^NZ50,^KS11,^TWII,^GSPTSE,^BVSP,^MXX,^MERV,^TA125.TA,^JN0U.JO
2011-01-18,1295.02001953125,11837.9296875,2765.85009765625,8190.91015625,2193.14990234375,10226.259765625,807.5599975585938,15.869999885559082,6056.39990234375,7143.4501953125,4012.679931640625,2945.6201171875,720.6599731445312,2657.85009765625,6588.415283203125,10518.98046875,24153.98046875,2708.97900390625,11771.4580078125,3249.580078125,4801.7998046875,4911.60009765625,19092.05078125,3548.5107421875,1570.0400390625,3343.739990234375,2096.47998046875,8987.958984375,13559.2001953125,70920.0,38151.30078125,3613.81005859375,1246.6800537109375,1246.6800537109375
2011-01-19,1281.9200439453125,11825.2900390625,2725.360107421875,8104.919921875,2164.35009765625,10092.849609375,786.8900146484375,17.309999465942383,5976.7001953125,7082.759765625,3976.7099609375,2923.760009765625,713.4000244140625,2640.780029296875,6598.9398193359375,10557.099609375,24419.619140625,2758.096923828125,12066.4140625,3241.9599609375,4834.60009765625,4944.2001953125,18978.3203125,3534.146240234375,1566.510009765625,3346.02001953125,2115.68994140625,9085.9775390625,13439.0,70058.0,37810.16015625,3636.89990234375,1247.52001953125,1247.52001953125
2011-01-20,1280.260009765625,11822.7998046875,2704.2900390625,8076.72021484375,2134.800048828125,9914.1396484375,778.0800170898438,17.989999771118164,5867.89990234375,7024.27001953125,3964.840087890625,2927.419921875,710.4600219726562,2626.239990234375,6531.7747802734375,10437.3095703125,24003.69921875,2677.652099609375,11566.6103515625,3205.47998046875,4783.7001953125,4892.0,19046.5390625,3453.9833984375,3396.63671875,3339.2900390625,2106.659912109375,9022.12890625,13331.2998046875,69562.0,37584.6796875,3664.820068359375,1244.4599609375,1244.4599609375
2011-01-21,1283.3499755859375,11871.83984375,2689.5400390625,8105.75,2125.8798828125,9968.9599609375,773.1799926757812,18.46999931335449,5896.2998046875,7062.419921875,4017.449951171875,2970.56005859375,717.780029296875,2653.97998046875,6464.249755859375,10274.51953125,23876.859375,2715.2939453125,11639.8291015625,3184.60009765625,4755.7001953125,4860.89990234375,19007.529296875,3379.411376953125,1547.4300537109375,3352.719970703125,2069.919921875,8954.3388671875,13258.599609375,69133.0,37321.109375,3648.260009765625,3648.260009765625,3648.260009765625
2011-01-24,1290.8399658203125,11980.51953125,2717.550048828125,8157.419921875,2157.6201171875,10048.8798828125,779.280029296875,17.649999618530273,5943.89990234375,7067.77001953125,4033.2099609375,2979.06005859375,720.2000122070312,2662.3701171875,6503.740234375,10345.1103515625,23801.779296875,2695.718994140625,11488.791015625,3185.760009765625,4786.0,4888.10009765625,19151.279296875,3345.9306640625,1542.969970703125,3352.659912109375,2082.159912109375,8947.7490234375,13347.599609375,69427.0,37667.8984375,3631.800048828125,1235.0799560546875,1235.0799560546875
2011-01-25,1291.1800537109375,11977.1904296875,2719.25,8141.1298828125,2142.22998046875,10003.1103515625,779.9600219726562,17.59000015258789,5917.7001953125,7059.009765625,4019.6201171875,2957.780029296875,718.1400146484375,2660.8798828125,6562.64990234375,10464.419921875,23788.830078125,2677.431884765625,11446.2421875,3181.14990234375,4807.7998046875,4909.0,18969.44921875,3433.772216796875,1526.4300537109375,3359.070068359375,2086.669921875,8991.3486328125,13259.599609375,25365.1806640625,37470.76171875,3604.77001953125,1231.800048828125,1231.800048828125
2011-01-26,1296.6300048828125,11985.4404296875,2739.5,8193.6396484375,2174.860107421875,10098.0,793.719970703125,16.639999389648438,5969.2001953125,7127.35009765625,4049.070068359375,2967.780029296875,722.4299926757812,2669.5400390625,6535.72021484375,10401.900390625,23843.240234375,2708.81396484375,11599.5400390625,3220.780029296875,3290.980224609375,3361.180419921875,3431.380615234375,3501.580810546875,1520.0,3354.719970703125,2110.4599609375,9055.5478515625,13465.7998046875,68709.0,37585.3984375,3642.199951171875,1237.260009765625,1237.260009765625
2011-01-27,1299.5400390625,11989.830078125,2755.280029296875,8207.0595703125,2166.429931640625,10082.6396484375,795.4299926757812,16.149999618530273,5965.10009765625,7155.580078125,4059.570068359375,2989.75,724.4299926757812,2678.22998046875,6578.445068359375,10478.66015625,23779.619140625,2749.14990234375,11795.197265625,3219.830078125,4806.10009765625,4907.0,18684.4296875,3514.4873046875,1526.9599609375,3350.929931640625,2115.010009765625,9102.2880859375,13410.2001953125,68051.0,37447.69921875,3616.7900390625,1240.7900390625,1240.7900390625
2011-01-28,1276.3399658203125,11823.7001953125,2686.889892578125,8062.64013671875,2140.2900390625,9946.7001953125,775.4000244140625,20.040000915527344,5881.39990234375,7102.7998046875,4002.320068359375,2954.1298828125,716.5999755859375,2647.090087890625,6503.7149658203125,10360.33984375,23617.01953125,2752.75,11894.0966796875,3229.68994140625,4774.89990234375,4872.5,18395.970703125,3487.474365234375,1521.8900146484375,3352.639892578125,2107.8701171875,9145.3076171875,13437.599609375,66698.0,36839.71875,3583.110107421875,3583.110107421875,3583.110107421875
2011-01-31,1286.1199951171875,11891.9296875,2700.080078125,8139.16015625,2172.030029296875,9919.1904296875,781.25,19.530000686645508,5862.89990234375,7077.47998046875,4005.5,2953.6298828125,716.510009765625,2638.699951171875,6438.3099365234375,10237.919921875,23447.33984375,2790.694091796875,11994.5458984375,3179.719970703125,4753.89990234375,4850.0,18327.759765625,3409.034423828125,1519.93994140625,3338.739990234375,2069.72998046875,7810.864990234375,13552.0,66575.0,36982.23828125,19092.994140625,1203.75,1203.75
2011-02-01,1307.5899658203125,12040.16015625,2751.18994140625,8290.08984375,2201.280029296875,10054.4697265625,798.8900146484375,17.6299991607666,5957.7998046875,7184.27001953125,4072.6201171875,3006.81005859375,726.9500122070312,2683.72998046875,6479.114990234375,10274.5,23482.94921875,2798.9599609375,11991.3759765625,3184.739990234375,4752.10009765625,4852.0,18022.220703125,3442.3671875,3395.41357421875,3348.4599609375,2072.030029296875,7892.3148193359375,13712.599609375,67847.0,37618.1015625,3635.260009765625,1201.3800048828125,1201.3800048828125
2011-02-02,1304.030029296875,12041.9697265625,2749.56005859375,8272.5703125,2222.3701171875,10126.599609375,796.1599731445312,17.299999237060547,6000.10009765625,7183.669921875,4066.530029296875,3012.699951171875,727.0,2688.780029296875,6573.0701904296875,10457.3603515625,8645.80029296875,6834.240234375,5022.68017578125,3211.1201171875,4796.5,4897.89990234375,18090.619140625,3480.6904296875,1531.8199462890625,3352.300048828125,6794.966634114584,10237.633219401043,13680.2998046875,66688.0,37948.75,3640.97998046875,1211.760009765625,1211.760009765625
2011-02-03,1307.0999755859375,12062.259765625,2753.8798828125,8289.0498046875,2265.0400390625,10101.9296875,798.6300048828125,16.690000534057617,5983.2998046875,7193.68017578125,4036.590087890625,2995.489990234375,723.0700073242188,2684.89990234375,6558.130126953125,10431.3603515625,9309.20830078125,8187.05625,7064.90419921875,5942.7521484375,4820.60009765625,4919.2998046875,18449.310546875,13416.170328776043,8383.030110677084,3349.889892578125,6847.06005859375,10344.230224609375,13841.400390625,66765.0,37739.078125,3639.330078125,1208.219970703125,1208.219970703125
2011-02-04,1310.8699951171875,12092.150390625,2769.300048828125,8288.5,2256.449951171875,10116.990234375,800.1099853515625,15.93000030517578,5997.39990234375,7216.2099609375,4047.2099609375,3003.18994140625,723.719970703125,2692.360107421875,6617.9398193359375,10543.51953125,9407.3556640625,8271.191796875,7135.0279296875,5998.8640625,4862.7001953125,4958.7998046875,18008.150390625,3496.032958984375,3431.926513671875,3367.820068359375,6842.513509114584,10317.206949869793,13791.900390625,65269.0,37451.83984375,3631.219970703125,3631.219970703125,3631.219970703125
2011-02-07,1319.050048828125,12161.6298828125,2783.989990234375,8336.6396484375,2273.47998046875,10206.73046875,808.3200073242188,16.280000686645508,6051.0,7283.6201171875,4090.800048828125,3031.179931640625,731.97998046875,2724.469970703125,6658.2550048828125,10592.0400390625,23553.58984375,16766.453206380207,9979.316569010416,3192.179931640625,4868.5,4964.2998046875,18037.189453125,3487.5712890625,1535.5999755859375,3387.409912109375,2081.739990234375,7946.8201904296875,13811.900390625,65362.0,34460.85998535156,3559.719970703125,1232.9000244140625,1232.9000244140625
2011-02-08,1324.5699462890625,12233.150390625,2797.050048828125,8379.849609375,2267.739990234375,10268.98046875,813.6900024414062,15.8100004196167,6091.2998046875,7323.240234375,4108.27001953125,3042.5,734.9099731445312,2726.949951171875,6681.4652099609375,10635.98046875,23484.30078125,16717.987223307293,9951.673665364584,3185.360107421875,4890.39990234375,4983.10009765625,17775.69921875,3459.79833984375,1539.550048828125,3383.169921875,2069.699951171875,9111.41796875,13892.5,65771.0,37565.6484375,3567.39990234375,1230.2099609375,1230.2099609375
2011-02-09,1320.8800048828125,12239.8896484375,2789.070068359375,8343.990234375,2255.909912109375,10220.16015625,809.27001953125,15.869999885559082,6052.2998046875,7320.89990234375,4090.739990234375,3031.6201171875,731.75,2719.93994140625,6668.885009765625,10617.830078125,23164.029296875,2774.06494140625,11807.796875,3150.56005859375,4904.7998046875,4995.10009765625,17592.76953125,3417.337890625,1536.0699462890625,3386.47998046875,2045.5799560546875,9006.779296875,13784.2998046875,64218.0,36986.94140625,3505.679931640625,1219.489990234375,1219.489990234375
2011-02-10,1321.8699951171875,12229.2900390625,2790.449951171875,8337.1298828125,2258.18994140625,10171.1201171875,812.7000122070312,16.09000015258789,6020.0,7340.27978515625,4095.139892578125,3025.679931640625,731.4299926757812,2702.4599609375,6654.05517578125,10605.650390625,22708.619140625,2818.1630859375,12170.373046875,3103.389892578125,4914.39990234375,5001.7001953125,17463.0390625,3373.512451171875,1503.989990234375,3365.8701171875,2008.5,8836.51953125,13840.599609375,64578.0,36652.12890625,3414.06005859375,1205.1600341796875,1205.1600341796875
2011-02-11,1329.1500244140625,12273.259765625,2809.43994140625,8374.8896484375,2266.4599609375,10234.01953125,822.1099853515625,15.6899995803833,6062.89990234375,7371.2001953125,4101.31005859375,3024.3701171875,731.5800170898438,2713.659912109375,9418.74658203125,16123.833251953125,22828.919921875,2827.327880859375,12292.3515625,3077.27001953125,4880.89990234375,4970.60009765625,17728.609375,3391.634033203125,1494.52001953125,3367.43994140625,1977.18994140625,8609.8203125,13766.7998046875,65756.0,37011.48828125,3460.0400390625,3460.0400390625,3460.0400390625
2011-02-14,1332.3199462890625,12268.1904296875,2817.179931640625,8405.150390625,2275.8701171875,10239.7001953125,825.9000244140625,15.949999809265137,6060.10009765625,7396.6298828125,4096.6201171875,3018.3798828125,731.4299926757812,2725.510009765625,6725.5250244140625,10725.5400390625,23121.060546875,2899.134033203125,12737.6572265625,3104.419921875,4935.7998046875,5023.39990234375,18202.19921875,3416.634033203125,1505.3299560546875,3383.469970703125,2014.5899658203125,8685.4296875,13910.7998046875,66558.0,36998.9296875,3508.929931640625,1217.6099853515625,1217.6099853515625
2011-02-15,1328.010009765625,12226.6396484375,2804.35009765625,8383.669921875,2292.969970703125,10192.259765625,820.030029296875,16.3700008392334,6037.10009765625,7400.0400390625,4110.33984375,3030.4599609375,733.2100219726562,2730.780029296875,6738.7249755859375,10746.669921875,22899.779296875,2899.237060546875,12711.4375,3080.659912109375,4931.0,5019.39990234375,18273.80078125,13312.563883463543,8351.326985677084,3390.090087890625,2010.52001953125,8721.8896484375,13929.400390625,66341.0,36951.25,3490.2099609375,1217.43994140625,1217.43994140625
2011-02-16,1336.3199462890625,12288.169921875,2825.56005859375,8453.759765625,2307.6298828125,10282.58984375,828.3699951171875,16.719999313354492,6085.2998046875,7414.2998046875,4151.259765625,3061.919921875,739.030029296875,2755.610107421875,6781.9500732421875,10808.2900390625,23156.970703125,2923.89599609375,12884.7255859375,3094.719970703125,4930.2001953125,5018.60009765625,18300.900390625,3416.65185546875,1506.300048828125,3384.47998046875,1989.1099853515625,8712.919921875,14059.2001953125,67571.0,37074.9296875,3545.389892578125,1233.3499755859375,1233.3499755859375
2011-02-17,1340.4300537109375,12318.1396484375,2831.580078125,8497.41015625,2332.9599609375,10273.8798828125,834.02001953125,16.59000015258789,6087.39990234375,7405.509765625,4152.31005859375,3064.5400390625,740.3599853515625,2770.81005859375,6803.724853515625,10836.6396484375,23301.83984375,2926.964111328125,12788.1962890625,3082.830078125,4938.39990234375,5026.0,18506.8203125,3434.24609375,1508.56005859375,3395.699951171875,1977.219970703125,8683.83984375,14136.2001953125,67685.0,37226.4296875,3538.3798828125,1232.530029296875,1232.530029296875
2011-02-18,1343.010009765625,12391.25,2833.949951171875,8507.900390625,2346.820068359375,10262.7998046875,834.8200073242188,16.43000030517578,6083.0,7426.81005859375,4157.14013671875,3068.0,740.5399780273438,2755.030029296875,6798.9149169921875,10842.7998046875,23595.240234375,2899.7919921875,12612.96875,3086.919921875,4936.7001953125,5026.10009765625,18211.51953125,3501.36083984375,1517.56005859375,3412.739990234375,2013.1400146484373,8843.7998046875,14123.099609375,68067.0,37522.30078125,3537.06005859375,3537.06005859375,3537.06005859375
2011-02-21,,,,,,10170.9599609375,8785.5732421875,7400.1865234375,6014.7998046875,7321.81005859375,4097.41015625,3012.340087890625,731.260009765625,2715.659912109375,6786.5950927734375,10857.5302734375,23485.419921875,2932.24609375,12872.3251953125,8886.16259765625,4900.0,4990.89990234375,18438.310546875,3497.507080078125,1525.8499755859375,3381.929931640625,2005.300048828125,8839.1796875,38049.08984375,67259.0,37242.05078125,3515.449951171875,1227.6400146484375,1227.6400146484375
2011-02-22,1315.43994140625,12212.7900390625,2756.419921875,8325.8603515625,2325.260009765625,10138.4501953125,812.9600219726562,20.799999237060547,5996.7998046875,7318.35009765625,4050.27001953125,2983.330078125,725.1599731445312,2703.3701171875,6684.03515625,10664.7001953125,22990.810546875,2855.51611328125,12473.1904296875,3019.1201171875,4856.7001953125,4947.2998046875,18296.16015625,3450.965576171875,1513.6300048828125,3358.7099609375,1969.9200439453125,8673.6298828125,13963.7001953125,66440.0,36781.55078125,3476.800048828125,1212.280029296875,1212.280029296875
2011-02-23,1307.4000244140625,12105.7802734375,2722.989990234375,8292.919921875,2337.820068359375,10027.1298828125,799.6500244140625,22.1299991607666,5923.5,7194.60009765625,4013.1201171875,2954.919921875,718.9400024414062,2679.260009765625,6629.1798095703125,10579.099609375,22906.900390625,2862.635009765625,12492.5703125,3001.85009765625,4845.89990234375,4935.60009765625,18178.330078125,3473.988037109375,1511.1099853515625,3372.070068359375,1961.6300048828125,8528.900390625,13956.2001953125,66910.0,36464.0703125,3429.080078125,1197.9599609375,1197.9599609375
2011-02-24,1306.0999755859375,12068.5,2737.89990234375,8276.2900390625,2319.169921875,10014.150390625,804.1799926757812,21.31999969482422,5920.0,7130.5,4009.639892578125,2949.1298828125,717.9400024414062,2665.969970703125,6559.3399658203125,10452.7099609375,22601.0390625,2878.60302734375,12578.2880859375,2973.080078125,4809.2998046875,4901.10009765625,17632.41015625,3438.998291015625,1489.8699951171875,3368.35009765625,1949.8800048828125,8541.599609375,13867.2998046875,66949.0,36446.55859375,3382.7099609375,1176.7099609375,1176.7099609375
2011-02-25,1319.8800048828125,12130.4501953125,2781.050048828125,8378.0400390625,2358.780029296875,10130.580078125,821.9500122070312,19.21999931335449,6001.2001953125,7185.169921875,4070.3798828125,2985.02001953125,727.0,2692.409912109375,6609.5848388671875,10526.759765625,23012.369140625,2878.56494140625,12633.73828125,3025.159912109375,4836.5,4924.89990234375,17700.91015625,3443.396240234375,1489.27001953125,3363.909912109375,1963.4300537109373,8599.6103515625,14052.099609375,66903.0,36880.19921875,3435.43994140625,3435.43994140625,3435.43994140625
2011-02-28,1327.219970703125,12226.33984375,2782.27001953125,8438.5498046875,2381.2900390625,10123.5498046875,823.4500122070312,18.350000381469727,5994.0,7272.31982421875,4110.35009765625,3013.090087890625,732.8099975585938,2707.090087890625,6665.5899658203125,10624.08984375,23338.01953125,2905.052978515625,12902.2958984375,3010.510009765625,4831.7001953125,4923.60009765625,17823.400390625,3470.212890625,1491.25,3370.52001953125,1939.300048828125,8037.9000244140625,14136.5,67383.0,37019.69921875,3455.64990234375,1189.9599609375,1189.9599609375
2011-03-01,1306.3299560546875,12058.01953125,2737.409912109375,8315.849609375,2380.340087890625,10023.650390625,807.0800170898438,21.01000022888184,5935.7998046875,7223.2998046875,4067.14990234375,2983.27001953125,728.0599975585938,2712.669921875,6733.35009765625,10754.0302734375,23396.419921875,2918.919921875,12948.5751953125,3067.60009765625,4826.39990234375,4920.39990234375,18446.5,3512.480224609375,1502.239990234375,3384.389892578125,6055.9547119140625,8727.51953125,14122.900390625,66243.0,36768.08984375,3426.860107421875,1174.5400390625,1174.5400390625
2011-03-02,1308.43994140625,12066.7998046875,2748.070068359375,8338.759765625,2395.3701171875,10002.48046875,810.9000244140625,20.700000762939453,5914.89990234375,7181.1201171875,4034.320068359375,2958.800048828125,721.77001953125,2689.3701171875,6590.875,10492.3798828125,23048.66015625,2913.80810546875,12880.125,3027.510009765625,4803.2001953125,4898.2998046875,4192.1805419921875,3486.061279296875,1499.280029296875,3381.989990234375,1928.239990234375,8619.8603515625,14144.0,67282.0,36863.53125,3426.280029296875,1163.030029296875,1163.030029296875
2011-03-03,1330.969970703125,12258.2001953125,2798.739990234375,8465.4501953125,2407.68994140625,10131.240234375,828.8900146484375,18.600000381469727,6005.10009765625,7225.9599609375,4060.760009765625,2969.239990234375,725.6900024414062,2692.02001953125,6639.019775390625,10586.01953125,23122.419921875,2902.97802734375,12698.017578125,3037.35009765625,4806.39990234375,4902.7998046875,18489.759765625,3494.403076171875,1506.8800048828125,3397.31005859375,1970.6600341796875,8738.330078125,14214.7001953125,68146.0,37132.98046875,3474.969970703125,1171.0,1171.0
2011-03-04,1321.1500244140625,12169.8798828125,2784.669921875,8413.0498046875,2419.739990234375,10110.2001953125,824.989990234375,19.059999465942383,5990.39990234375,7178.89990234375,4020.2099609375,2949.179931640625,721.25,2701.5,6697.580078125,10693.66015625,23408.859375,2942.305908203125,12893.6953125,3061.31005859375,4864.2998046875,4958.60009765625,18486.44921875,3542.76513671875,1522.6099853515625,3418.110107421875,2004.6800537109373,8784.3603515625,14252.7998046875,68012.0,36900.83984375,3467.719970703125,3467.719970703125,3467.719970703125
2011-03-07,1310.1300048828125,12090.0302734375,2745.6298828125,8337.01953125,2402.070068359375,10107.16015625,812.25,20.65999984741211,5973.7998046875,7161.93017578125,3990.409912109375,2931.419921875,716.6099853515625,2680.169921875,6592.5947265625,10505.01953125,23313.189453125,2996.2109375,13140.732421875,3066.52001953125,4797.89990234375,4895.89990234375,18222.669921875,3561.578369140625,1515.739990234375,3430.050048828125,1980.27001953125,8713.75,14092.400390625,25347.8505859375,36603.30078125,18888.465393066406,1173.6300048828125,1173.6300048828125
2011-03-08,1321.8199462890625,12214.3798828125,2765.77001953125,8394.0400390625,2395.25,10088.08984375,824.6599731445312,19.81999969482422,5974.7998046875,7164.75,4015.909912109375,2945.419921875,720.0900268554688,2683.22998046875,6604.210205078125,10525.1904296875,23711.69921875,2999.94189453125,13144.0322265625,3103.840087890625,4808.2001953125,4902.5,18439.650390625,3580.174560546875,1517.6600341796875,3421.169921875,1996.3199462890625,8747.7099609375,14013.0,25350.560546875,36688.12109375,18925.185546875,1162.25,1162.25
2011-03-09,1320.02001953125,12213.08984375,2751.719970703125,8379.4404296875,2362.179931640625,10034.599609375,821.1900024414062,20.21999931335449,5937.2998046875,7131.7998046875,3993.81005859375,2935.110107421875,717.8699951171875,2675.64990234375,6632.574951171875,10589.5,23810.109375,3002.154052734375,13158.072265625,3092.89990234375,4767.7998046875,4863.2001953125,18469.94921875,3598.534912109375,1523.68994140625,3414.419921875,2001.469970703125,8749.9794921875,13884.7001953125,67264.0,36450.19140625,3457.52001953125,1151.5,1151.5
2011-03-10,1295.1099853515625,11984.6103515625,2701.02001953125,8200.0703125,2300.830078125,9880.009765625,799.530029296875,21.8799991607666,5845.2998046875,7063.08984375,3963.989990234375,2909.72998046875,712.2899780273438,2666.239990234375,6550.3099365234375,10434.3798828125,23614.890625,2957.14306640625,13004.71484375,3075.43994140625,4699.7001953125,4791.2998046875,18327.98046875,3587.50830078125,1516.9100341796875,3406.239990234375,1981.5799560546875,8642.8603515625,13638.599609375,66041.0,35891.41015625,3405.919921875,1159.3800048828125,1159.3800048828125
2011-03-11,1304.280029296875,12044.400390625,2715.610107421875,8248.5302734375,2306.639892578125,9857.009765625,802.8300170898438,20.07999992370605,5828.7001953125,6981.490234375,3928.679931640625,2883.840087890625,705.5800170898438,2652.110107421875,6453.2698974609375,10254.4296875,23249.779296875,2933.7958984375,12847.875,3043.489990234375,4644.7998046875,4734.7998046875,18174.08984375,3542.090087890625,1495.6199951171875,3382.840087890625,1955.5400390625,8567.7802734375,13674.2998046875,66685.0,36091.21875,3403.510009765625,3403.510009765625,3403.510009765625
2011-03-14,1296.3900146484375,11993.16015625,2700.969970703125,8193.9599609375,2287.360107421875,9762.16015625,798.1699829101562,21.1299991607666,5775.2001953125,6866.6298828125,3878.0400390625,2852.110107421875,697.1599731445312,2646.320068359375,6133.4051513671875,9620.490234375,23345.880859375,2937.626953125,12958.1455078125,3030.860107421875,8167.06689453125,13303.273681640625,18439.48046875,3569.7001953125,1495.3499755859375,3361.199951171875,1971.22998046875,8519.9794921875,13619.2001953125,67169.0,36205.76171875,3357.989990234375,1146.9599609375,1146.9599609375
