,Unnamed: 0
0,0.0012842755163796889
1,-0.011052854923419826
2,-0.014178046780001305
3,0.01878362962083751
4,-0.006755274485930302
5,-0.0050371549848007265
6,-0.006852577061756238
7,0.003061047952938018
8,-0.016710713796795965
9,0.0015074172291836344
10,0.012900965919193375
11,0.015684720877926835
12,-0.014345633353577537
13,-0.013847644378894047
14,0.00917934853513508
15,0.011229815284889557
16,0.015798354464210376
17,0.0006464505109348814
18,-0.0009361195231105396
19,0.010977170209206275
20,-0.006327231801267301
21,-0.007201552542707239
22,-0.013781447383261978
23,0.003722795943577099
24,-0.01466358629001708
25,-0.022006146543475047
26,-0.010439485061231105
27,-0.001564286861375804
28,0.007970896160210654
29,-0.02474770369869437
30,0.016162646131915905
31,-0.016860372344991548
32,0.0003957634243572175
33,0.00035930380765588065
34,-0.008102468243649498
35,0.007982678080317515
36,0.023776562066020416
37,-0.016436824953100997
38,0.01909702079112076
39,-0.006630155490143602
40,0.003110069733663423
41,0.0302109734303562
42,0.002719956172879507
43,-0.020660153131999624
44,0.009442176951708008
45,0.006856371778419819
46,-0.01965955063762883
47,-0.020701105638848298
48,0.0014129891384830155
49,0.00531650052335743
50,-0.012310727787898377
51,0.024126007715104272
52,0.023553724023555756
53,0.02024107735746707
54,-0.001907977574868839
55,0.002657419755278434
56,0.018127233732549847
57,-0.009643828566908721
58,0.007713074993849069
59,0.013680631277949811
60,0.003630046783626238
61,-0.004944293445148957
62,0.02577491543655952
63,0.008029349127085363
64,0.008827854125034807
65,0.0058053395807380415
66,0.004533757690957714
67,-0.013693998174041369
68,0.006414413949233573
69,0.002603178210454962
70,0.02227129953638
71,-0.000739398816758491
72,-0.003656058831318635
73,0.009917393566195655
74,0.01006545729511379
75,0.007046439014931484
76,0.001402609774371866
77,0.0014666650640139517
78,-0.009084724720315147
79,0.00019936355773401079
80,0.0030183734259669488
81,0.012909894045745583
82,0.004478588001762854
83,0.0016097297818393039
84,0.006424528169337971
85,-0.003886472347936077
86,-0.009447289848188184
87,0.012261811726518518
88,-0.010715788574148346
89,0.005823260582012259
90,-0.0011514281440166139
91,0.009993600718069042
92,0.014411261360750216
93,-0.000794412568985478
94,0.0019169875156871859
95,0.007795776400919634
96,0.004634138291075669
97,0.001712286535029925
98,-0.004689953775402566
99,0.006178965297698485
100,-0.0026824556469762337
101,0.0071364609687617165
102,0.005519937860327086
103,-0.010872629253061818
104,-0.00520126794774004
105,0.009386871927041785
106,-0.009027573300046868
107,-0.004653956254999908
108,0.001105068098797194
109,0.004764478865376203
110,0.001934378112391062
111,0.012926441886904899
112,-0.00752795329768197
113,0.000265354051336444
114,-0.006555755088065408
115,0.011690419306236308
116,-0.006995630774220528
117,0.001013282792991305
118,-0.0025747836112136697
119,0.010210090879618494
120,-0.000424203638567951
121,0.015196985583615394
122,0.007852759395025668
123,0.0006908362702884289
124,0.00697836051395015
125,0.0014376343904101395
126,0.0030625213446394245
127,0.005376306596938845
128,-0.0023596390333112615
129,0.00654879072200248
130,0.0038671049958798726
131,0.004815266167856866
132,-0.0015437082988783368
133,-0.011368631188294094
134,-0.007158435727685871
135,-0.0018381583114865296
136,0.0013949543473937797
137,0.0020700012367359903
138,0.0010733170616815673
139,0.009397599760888536
140,0.002894158907560685
141,-0.0010040930802503471
142,0.0166790800458603
143,-0.03952944172412481
144,-0.025293647802182687
145,0.021093902853926778
146,0.02066294112339459
147,0.01718764292229423
148,0.0028251163254875925
149,-0.008474698866223318
150,0.006473874080510676
151,0.0015900823003604965
152,0.019178848179988536
153,0.005127324527184049
154,0.011435720148550694
155,0.0010215084081240948
156,0.005470289336029377
157,-7.477070088527303e-05
158,0.0029442326808489403
159,-0.0012274520436545602
160,0.0060511818813536265
161,-0.0029894513599998643
162,0.007618826381062461
163,-0.0005930998547746959
164,0.004947879640569865
165,-0.003637162243303094
166,0.003900649209499629
167,0.002507500010939693
168,-0.0013252407044015053
169,-0.007924369464212601
170,0.006661078088291308
171,0.001360009301056544
172,0.010525904545085564
173,0.0002971565886670165
174,0.0010470779594756803
175,-0.001494990283813106
176,0.006689283008819023
177,-0.00020423588688289518
178,0.005883325543103845
179,-0.005600835150137439
180,0.0020813898405748453
181,0.005790877122750474
182,0.0012815592734659528
183,0.0006806413287453483
184,0.004079618468833055
185,-0.00552841354972711
186,0.0014277576607640606
187,-0.0015121571869175226
188,0.007011677966621359
189,-0.0007971496518198566
190,-0.0017011123874110525
191,0.0006706606480536022
192,0.00625886402825957
193,0.0016661583636741319
194,0.002710487668385725
195,-0.002733472602048764
196,-0.026043398005967357
197,0.016088164003957562
198,-0.015440526188200363
199,-0.0002927592879861614
200,0.011479462310506186
201,-0.0031074843264410953
202,0.003638938319451366
203,-0.0003426265823728079
204,0.013864631440862732
205,0.008765884996862766
206,-0.0042950603619957214
207,-0.006072919450942394
208,0.006173954232135117
209,0.007018975371093713
210,-0.008320627640291449
211,0.008974562911310335
212,-0.003053011586169503
213,-0.005290561372842942
214,0.005239599176170918
215,0.0013035813771573612
216,-0.00445705892558335
217,0.005607021746245359
218,-0.014203527083824377
219,0.0025440862367377315
220,-0.0026633323360357136
221,0.00073530133677269
222,-0.001697530443018365
223,0.007824005141722531
224,0.004909058734373119
225,-0.0006567168469169218
